galaxy,distance_mpc,r_kpc,vobs_km_s,evobs_km_s,vgas_km_s,vdisk_km_s,vbul_km_s,g_obs_m_s2,g_obs_sigma_m_s2,g_bar_m_s2
NGC6946,5.52,0.94,128.0,3.0,4.5,91.94,137.01,5.648609348750689e-10,2.6477856322268858e-11,5.994390111202491e-10
NGC6946,5.52,1.22,134.0,3.0,5.34,109.48,120.39,4.769789583710084e-10,2.135726679273172e-11,4.294584359628094e-10
NGC6946,5.52,1.59,129.0,4.0,6.46,127.82,105.47,3.391811833688282e-10,2.1034491991865314e-11,3.260642296793424e-10
NGC6946,5.52,1.96,131.0,7.0,6.51,138.39,94.99,2.837500682967079e-10,3.0324434779800843e-11,2.634695066252095e-10
NGC6946,5.52,2.34,138.0,8.0,6.51,151.17,86.94,2.637495760178568e-10,3.05796609875776e-11,2.3211124758237379e-10
NGC6946,5.52,2.71,139.0,5.0,6.44,166.55,80.79,2.3105201716367003e-10,1.6622447277961873e-11,2.2099294582430233e-10
NGC6946,5.52,2.99,143.0,3.0,6.38,170.5,76.91,2.2164112270852113e-10,9.299627526231656e-12,2.0286230322918936e-10
NGC6946,5.52,3.37,146.0,2.0,7.55,177.07,72.44,2.0498650247417236e-10,5.616068560936229e-12,1.8663025227075294e-10
NGC6946,5.52,3.74,154.0,2.0,10.54,180.71,68.77,2.0550353376594268e-10,5.337754123790719e-12,1.7113448606111314e-10
NGC6946,5.52,4.12,161.0,1.0,12.86,184.13,65.52,2.0389378631477521e-10,2.5328420660220526e-12,1.5828152732692096e-10
NGC6946,5.52,4.4,167.0,2.0,13.54,187.91,63.4,2.0541384909844068e-10,4.920092193974627e-12,1.5211118808067169e-10
NGC6946,5.52,4.77,173.0,2.0,14.41,193.15,60.89,2.0334021667459207e-10,4.7015078999905684e-12,1.4577680071571647e-10
NGC6946,5.52,5.15,176.0,4.0,17.51,197.95,58.6,1.949250082909294e-10,8.8602276495877e-12,1.403444538564367e-10
NGC6946,5.52,5.52,178.0,5.0,20.8,204.45,56.6,1.8601603443252767e-10,1.0450339013063352e-11,1.384084773633375e-10
NGC6946,5.52,5.89,180.0,3.0,23.41,204.89,54.8,1.782703717792826e-10,5.9423457259760864e-12,1.3007196240384062e-10
NGC6946,5.52,6.17,179.0,4.0,25.15,201.57,53.54,1.6829466647177782e-10,7.521549339520796e-12,1.2056711146124503e-10
NGC6946,5.52,6.55,180.0,5.0,27.66,200.86,51.96,1.603072503480877e-10,8.905958352671538e-12,1.1294405029867854e-10
NGC6946,5.52,6.92,181.0,4.0,31.15,201.34,50.55,1.534265466784492e-10,6.781283831091678e-12,1.078445740843528e-10
NGC6946,5.52,7.3,179.0,4.0,34.05,198.33,49.22,1.422435742645026e-10,6.35725471573196e-12,9.998746522113815e-11
NGC6946,5.52,7.58,179.0,2.0,34.92,194.96,48.3,1.369891942125157e-10,3.0612110438550996e-12,9.344872675309895e-11
NGC6946,5.52,7.95,179.0,1.0,35.89,189.92,47.17,1.3061359649444893e-10,1.4593697932340664e-12,8.51179532499452e-11
NGC6946,5.52,8.33,178.0,1.0,37.34,184.93,46.08,1.23266327739202e-10,1.385014918418e-12,7.773273496290601e-11
NGC6946,5.52,8.7,177.0,2.0,38.88,182.77,45.09,1.167015797229914e-10,2.6373238355478284e-12,7.314947889576464e-11
NGC6946,5.52,9.08,176.0,2.0,39.08,181.24,44.13,1.1055768642051613e-10,2.5126746913753665e-12,6.89359262472938e-11
NGC6946,5.52,9.36,173.0,3.0,38.4,179.87,43.47,1.0362530272839787e-10,3.5939411350889436e-12,6.569474093215675e-11
NGC6946,5.52,9.73,172.0,2.0,37.72,177.19,42.63,9.853567779950882e-11,2.2915273906862518e-12,6.126194732904429e-11
NGC6946,5.52,10.1,172.0,2.0,37.43,174.69,41.85,9.492595494942783e-11,2.2075803476611125e-12,5.7388421398501234e-11
NGC6946,5.52,10.48,170.0,2.0,37.14,171.99,41.08,8.93688181917387e-11,2.1027957221585573e-12,5.3655171066948234e-11
NGC6946,5.52,10.76,171.0,2.0,36.66,170.15,40.54,8.807028550431477e-11,2.060123637527831e-12,5.1111278824619654e-11
NGC6946,5.52,11.13,174.0,2.0,35.89,167.51,39.86,8.815618487620628e-11,2.0265789626714088e-12,4.7840267022194715e-11
NGC6946,5.52,11.51,174.0,2.0,36.08,164.95,39.2,8.524572872912042e-11,1.959671924807366e-12,4.499830673270585e-11
NGC6946,5.52,11.88,175.0,2.0,36.76,162.35,38.58,8.354281627881623e-11,1.9095500863729423e-12,4.2479170139495245e-11
NGC6946,5.52,12.26,174.0,2.0,37.82,159.81,37.98,8.00308595164907e-11,1.8397898739423148e-12,4.020497762569869e-11
NGC6946,5.52,12.54,173.0,6.0,38.79,158.0,37.55,7.73471159121056e-11,5.365117866735648e-12,3.869724575258402e-11
NGC6946,5.52,12.91,173.0,6.0,40.14,155.62,37.01,7.513035116481828e-11,5.211353838022077e-12,3.684806184041311e-11
NGC6946,5.52,13.29,173.0,8.0,42.08,153.17,36.48,7.298215451751725e-11,6.749794637458243e-12,3.519453176306329e-11
NGC6946,5.52,13.66,175.0,9.0,44.01,150.89,35.98,7.265656349870694e-11,7.473246531295572e-12,3.37529023715394e-11
NGC6946,5.52,14.03,174.0,9.0,45.46,148.68,35.5,6.993430774570036e-11,7.234583559900037e-12,3.2342325456968756e-11
NGC6946,5.52,14.31,171.0,9.0,46.53,147.06,35.16,6.622196170694806e-11,6.970732811257691e-12,3.135181207138358e-11
NGC6946,5.52,14.69,167.0,8.0,45.94,144.87,34.7,6.152627202403942e-11,5.894732649009764e-12,2.9665606175012796e-11
NGC6946,5.52,15.06,165.0,7.0,44.59,142.8,34.27,5.858580089981597e-11,4.970916439984385e-12,2.7988392381532506e-11
NGC6946,5.52,15.44,163.0,8.0,44.01,140.8,33.84,5.576701097231046e-11,5.474062426729861e-12,2.655340491015346e-11
NGC6946,5.52,15.72,162.0,8.0,44.2,139.35,33.54,5.410369699247959e-11,5.343575011602922e-12,2.5667102613737526e-11
NGC6946,5.52,16.09,161.0,9.0,33.85,137.46,33.15,5.2208974494522926e-11,5.837028204356601e-12,2.2886254536689073e-11
NGC6946,5.52,16.47,159.0,10.0,33.85,135.59,32.77,4.9745076634148753e-11,6.2572423439180825e-12,2.1821360514967587e-11
NGC6946,5.52,16.84,158.0,10.0,33.85,133.88,32.41,4.804205117677502e-11,6.081272300857597e-12,2.0866914763544374e-11
NGC6946,5.52,17.21,157.0,10.0,33.85,132.2,32.06,4.6416019003785097e-11,5.91286866290256e-12,1.996766900756151e-11
NGC6946,5.52,17.5,157.0,10.0,33.85,130.89,31.79,4.5646839260293805e-11,5.814883982203032e-12,1.929530621919191e-11
NGC6946,5.52,17.87,157.0,9.0,33.85,129.3,31.46,4.4701717238676084e-11,5.1250376451985316e-12,1.8494167357998202e-11
NGC6946,5.52,18.24,160.0,11.0,33.85,127.8,31.14,4.548462160623671e-11,6.254135470857548e-12,1.7751496874313252e-11
NGC6946,5.52,18.62,159.0,12.0,33.85,126.3,30.82,4.400114995512513e-11,6.641683012094359e-12,1.7033372653207375e-11
NGC6946,5.52,18.9,160.0,14.0,33.85,125.2,30.59,4.389626974062209e-11,7.681847204608866e-12,1.6526887549109635e-11
NGC6946,5.52,19.27,158.0,16.0,33.85,123.92,30.3,4.19838163890447e-11,8.503051420566016e-12,1.592063299691867e-11
NGC6946,5.52,19.65,155.0,18.0,33.85,122.75,30.0,3.962326841165439e-11,9.202823631093922e-12,1.5353878384699033e-11
NGC6946,5.52,20.02,157.0,19.0,33.85,121.08,29.72,3.990108326948759e-11,9.657587033379161e-12,1.472158889692601e-11
NGC6946,5.52,20.4,154.0,21.0,33.85,119.5,29.44,3.767564785708949e-11,1.0275176688297136e-11,1.4127012887625076e-11
NGC7331,14.7,2.67,221.0,20.0,-12.02,317.9,136.84,5.928198549653643e-10,1.0729771130594828e-10,7.741738071980004e-10
NGC7331,14.7,3.21,237.0,13.0,-12.52,344.05,124.77,5.670758003389425e-10,6.221084729456754e-11,7.09127320936086e-10
NGC7331,14.7,3.74,249.0,8.0,-12.91,365.51,115.63,5.372501516706954e-10,3.4522098099321796e-11,6.613672844223263e-10
NGC7331,14.7,4.27,250.0,5.0,-12.71,368.89,108.22,4.743529404924422e-10,1.897411761969769e-11,5.798456800616557e-10
NGC7331,14.7,4.81,253.0,5.0,-11.52,367.77,101.96,4.3126619862379287e-10,1.7046094807264542e-11,5.055695597292334e-10
NGC7331,14.7,5.35,257.0,5.0,-9.56,371.23,96.68,4.000938902588988e-10,1.556785565209723e-11,4.5758692452145613e-10
NGC7331,14.7,5.88,257.0,5.0,-6.26,365.05,92.22,3.640310055927056e-10,1.4164630567809556e-11,4.002643991619903e-10
NGC7331,14.7,6.41,257.0,5.0,4.8,360.1,88.33,3.339317180788001e-10,1.2993452065322961e-11,3.555280348030531e-10
NGC7331,14.7,7.48,257.0,5.0,12.22,345.54,81.76,2.861634108135172e-10,1.1134763066673822e-11,2.7957164199617977e-10
NGC7331,14.7,8.55,255.0,5.0,16.59,324.23,76.48,2.464697933287951e-10,9.665482091325299e-12,2.157949941962647e-10
NGC7331,14.7,9.62,248.0,6.0,22.45,311.29,72.1,2.0719427174426845e-10,1.0025529277948474e-11,1.7717704727246873e-10
NGC7331,14.7,10.66,247.0,6.0,28.21,299.93,68.49,1.8547533177271228e-10,9.010947292601406e-12,1.4914401500910414e-10
NGC7331,14.7,11.74,246.0,6.0,33.77,288.64,65.26,1.670519586712225e-10,8.148876032742561e-12,1.2636870893526125e-10
NGC7331,14.7,12.83,244.0,6.0,38.94,280.42,62.43,1.5038428353574412e-10,7.395948370610367e-12,1.1003560947674697e-10
NGC7331,14.7,13.91,242.0,4.0,43.31,272.13,59.96,1.3644356456291862e-10,4.510531059931194e-12,9.65005886103341e-11
NGC7331,14.7,15.0,238.0,3.0,45.59,263.74,57.74,1.223804680475244e-10,3.0852218835510356e-12,8.467416785015704e-11
NGC7331,14.7,16.08,236.0,3.0,47.38,256.44,55.77,1.1225027568712275e-10,2.85382056831668e-12,7.518044892309717e-11
NGC7331,14.7,17.07,233.0,3.0,49.66,250.86,54.12,1.0306893195351209e-10,2.654135586785719e-12,6.831222428048433e-11
NGC7331,14.7,18.15,234.0,3.0,53.93,245.89,52.49,9.776975800155133e-11,2.5069168718346494e-12,6.26158394772499e-11
NGC7331,14.7,19.24,236.0,3.0,57.71,242.0,50.98,9.381415972187805e-11,2.3851057556409676e-12,5.799667013738375e-11
NGC7331,14.7,20.32,237.0,3.0,60.09,237.62,49.61,8.958234838031522e-11,2.267907553932031e-12,5.35322620951306e-11
NGC7331,14.7,21.41,238.0,3.0,61.78,231.06,48.33,8.57406361846271e-11,2.1615286433099268e-12,4.865888942262698e-11
NGC7331,14.7,22.49,240.0,3.0,63.67,224.49,47.15,8.300083907158534e-11,2.075020976789634e-12,4.439382691254532e-11
NGC7331,14.7,23.48,238.0,3.0,64.56,219.56,46.15,7.818173001332479e-11,1.9709679835291967e-12,4.10786250715171e-11
NGC7331,14.7,24.57,237.0,3.0,62.97,214.35,45.11,7.4086826173708e-11,1.8756158524989365e-12,3.7410253764616885e-11
NGC7331,14.7,25.65,236.0,3.0,61.48,209.72,44.15,7.036976347169332e-11,1.7890617831786438e-12,3.428464675684249e-11
NGC7331,14.7,26.74,238.0,3.0,60.79,205.21,43.24,6.865022515754922e-11,1.7306779451482998e-12,3.158339932601344e-11
NGC7331,14.7,27.82,239.0,3.0,59.4,200.95,42.4,6.654081732291573e-11,1.6704807696129473e-12,2.9096237466575872e-11
NGC7331,14.7,28.91,239.0,3.0,57.31,196.85,41.59,6.403201445601923e-11,1.6074982708624074e-12,2.6758240243917502e-11
NGC7331,14.7,29.89,241.0,4.0,55.13,193.34,40.9,6.29734700268378e-11,2.090405644044408e-12,2.4829488790924693e-11
NGC7331,14.7,30.98,236.0,4.0,52.84,189.65,40.18,5.82628932552916e-11,1.9750133306878506e-12,2.2915311356034172e-11
NGC7331,14.7,32.06,236.0,5.0,51.55,186.2,39.49,5.630020065654814e-11,2.385601722735091e-12,2.1312970410491524e-11
NGC7331,14.7,33.15,239.0,5.0,51.35,182.89,38.84,5.584209767491752e-11,2.336489442465168e-12,1.996005297617616e-11
NGC7331,14.7,34.23,237.0,5.0,50.86,179.88,38.22,5.317888749891924e-11,2.2438349155662125e-12,1.8734302862109133e-11
NGC7331,14.7,35.32,241.0,7.0,49.27,177.27,37.63,5.3292101333583855e-11,3.095806716473751e-12,1.755367476359852e-11
NGC7331,14.7,36.31,238.0,9.0,47.97,173.78,37.11,5.0556513927647095e-11,3.823601893687596e-12,1.639121328486963e-11
NGC7793,3.61,0.11,9.1,8.5,0.65,27.23,0.0,2.4397175723535262e-11,4.557714146154939e-11,1.0934947620471973e-10
NGC7793,3.61,0.14,17.6,7.4,0.65,29.91,0.0,7.170455662130618e-11,6.029701352246201e-11,1.0364163789816981e-10
NGC7793,3.61,0.17,19.3,7.4,0.65,32.32,0.0,7.100928691324303e-11,5.4452717425699314e-11,9.964704313346089e-11
NGC7793,3.61,0.21,24.8,6.4,0.65,35.62,0.0,9.491470924666012e-11,4.8988237030534255e-11,9.796639678070658e-11
NGC7793,3.61,0.24,30.0,7.2,0.74,37.98,0.0,1.215292233541637e-10,5.833402720999858e-11,9.746478973390051e-11
NGC7793,3.61,0.28,35.0,7.3,0.9,40.67,0.0,1.4178409391319096e-10,5.914422203235965e-11,9.581531216602025e-11
NGC7793,3.61,0.32,38.3,7.6,1.05,43.2,0.0,1.4855833537165766e-10,5.895787722321662e-11,9.461277905415436e-11
NGC7793,3.61,0.35,42.7,8.8,1.21,45.04,0.0,1.6882515630431478e-10,6.958601290294941e-11,9.405342431041506e-11
NGC7793,3.61,0.39,47.0,5.3,1.36,47.33,0.0,1.8356106283032317e-10,4.139887800003033e-11,9.322758507119615e-11
NGC7793,3.61,0.42,49.8,5.6,1.52,48.89,0.0,1.9136338735699057e-10,4.3037548963821176e-11,9.239511523316406e-11
NGC7793,3.61,0.46,52.2,6.2,1.67,51.0,0.0,1.9196967476194746e-10,4.560199170590323e-11,9.1818949462668e-11
NGC7793,3.61,0.49,53.4,6.3,1.83,52.6,0.0,1.8859748144097904e-10,4.450052932877034e-11,9.171596528967278e-11
NGC7793,3.61,0.53,54.6,5.9,1.99,54.8,0.0,1.8228833182113139e-10,3.9395646803834255e-11,9.20552590330308e-11
NGC7793,3.61,0.56,55.5,6.9,2.12,56.23,0.0,1.7825732868412507e-10,4.4323443889025694e-11,9.174882571691951e-11
NGC7793,3.61,0.6,55.9,7.5,2.23,57.57,0.0,1.6878032552414412e-10,4.5289890569985e-11,8.977635684567446e-11
NGC7793,3.61,0.63,58.3,7.4,2.35,58.53,0.0,1.748421003031676e-10,4.4385301620701206e-11,8.839626494095398e-11
NGC7793,3.61,0.66,59.3,6.3,2.47,59.59,0.0,1.726692115687608e-10,3.668856771950061e-11,8.748066073251174e-11
NGC7793,3.61,0.7,59.5,6.7,2.59,61.08,0.0,1.639024125636488e-10,3.691247610677132e-11,8.667192447127113e-11
NGC7793,3.61,0.87,59.1,5.1,3.18,66.09,0.0,1.3010834839039278e-10,2.2455247945550024e-11,8.172934141415893e-11
NGC7793,3.61,1.05,62.6,5.5,3.96,69.65,0.0,1.2095082141240951e-10,2.125333922582276e-11,7.534789779794417e-11
NGC7793,3.61,1.22,65.6,4.8,5.5,72.34,0.0,1.1431344231986314e-10,1.6728796437053142e-11,7.030864824421323e-11
NGC7793,3.61,1.4,70.7,4.6,7.05,75.45,0.0,1.1570716336067691e-10,1.505666057875852e-11,6.703907867226923e-11
NGC7793,3.61,1.57,73.9,4.0,8.58,78.94,0.0,1.1272978511660166e-10,1.2203495005856743e-11,6.583484596665827e-11
NGC7793,3.61,1.75,78.5,4.2,10.09,82.71,0.0,1.1411709815073451e-10,1.2211256362626367e-11,6.522818606709138e-11
NGC7793,3.61,1.92,82.4,4.6,11.55,87.55,0.0,1.1460475827238425e-10,1.2795676894489503e-11,6.694072258817575e-11
NGC7793,3.61,2.1,87.1,4.9,13.06,92.38,0.0,1.170756209963506e-10,1.3172687551828195e-11,6.848223125507286e-11
NGC7793,3.61,2.27,89.6,5.4,14.78,95.96,0.0,1.1461451392222764e-10,1.3815142303125653e-11,6.885027320019321e-11
NGC7793,3.61,2.45,94.9,5.7,16.4,96.45,0.0,1.1912853342256672e-10,1.4310487681952165e-11,6.50835949292067e-11
NGC7793,3.61,2.62,98.1,5.0,18.13,95.98,0.0,1.1903815258660186e-10,1.213436825551497e-11,6.104016573932948e-11
NGC7793,3.61,2.79,99.3,5.7,20.29,96.23,0.0,1.1453645797768197e-10,1.3149200613752007e-11,5.856390822995097e-11
NGC7793,3.61,2.97,98.6,7.2,22.34,96.64,0.0,1.0608325461551023e-10,1.5492889112204333e-11,5.6399602778614794e-11
NGC7793,3.61,3.16,101.0,8.7,24.5,96.45,0.0,1.0461768839120876e-10,1.80232453268023e-11,5.385797002675844e-11
NGC7793,3.61,3.33,103.0,9.4,26.22,95.51,0.0,1.0324752997512092e-10,1.8845180228468672e-11,5.107943523120454e-11
NGC7793,3.61,3.51,107.0,9.1,27.95,94.38,0.0,1.0570849596822945e-10,1.7980323613287627e-11,4.833465072396302e-11
NGC7793,3.61,3.68,114.0,7.4,29.68,93.3,0.0,1.1444882512396459e-10,1.4858268524865576e-11,4.608729312061824e-11
NGC7793,3.61,3.85,112.0,8.1,29.78,92.28,0.0,1.0559048157607822e-10,1.527290894225417e-11,4.3305629593687424e-11
NGC7793,3.61,4.03,114.0,7.6,30.0,91.15,0.0,1.045091008576153e-10,1.3934546781015373e-11,4.0643724825092414e-11
NGC7793,3.61,4.2,116.0,7.2,30.11,89.82,0.0,1.0382839552086518e-10,1.2889042202590161e-11,3.812104218005913e-11
NGC7793,3.61,4.38,114.0,7.8,30.65,88.18,0.0,9.615791699913008e-11,1.3158451799880956e-11,3.5717225651451876e-11
NGC7793,3.61,4.73,114.0,11.4,31.83,85.52,0.0,8.904263772858133e-11,1.7808527545716263e-11,3.1996591444639496e-11
NGC7793,3.61,5.25,109.0,9.9,33.35,82.4,0.0,7.334037854835906e-11,1.3322380690435865e-11,2.78219513093389e-11
NGC7793,3.61,5.78,107.0,12.6,34.64,77.56,0.0,6.419322160008397e-11,1.5118403591795478e-11,2.3592124147374583e-11
NGC7793,3.61,6.3,105.0,12.5,34.75,74.17,0.0,5.6713637565276396e-11,1.3503247039351524e-11,2.0361131853857586e-11
NGC7793,3.61,6.82,101.0,5.2,33.99,71.94,0.0,4.847388494372722e-11,4.991370330839239e-12,1.778628011418022e-11
NGC7793,3.61,7.35,94.5,4.6,32.7,69.09,0.0,3.937546836674904e-11,3.833378930942764e-12,1.5238294353028366e-11
NGC7793,3.61,7.87,90.8,6.1,30.97,66.92,0.0,3.395051913713417e-11,4.561633628557675e-12,1.3170181541345884e-11
NGC7814,14.4,0.63,265.0,15.0,-0.69,39.69,345.22,3.6124400889084212e-09,4.089554817632175e-10,4.331940315492231e-09
NGC7814,14.4,1.72,250.0,15.0,-2.33,81.63,298.99,1.1776087534318188e-09,1.4131305041181824e-10,1.2419282629603313e-09
NGC7814,14.4,2.79,233.0,7.29,-3.94,104.82,255.24,6.306045406618105e-10,3.9460146793344194e-11,5.937056563136849e-10
NGC7814,14.4,3.91,230.0,6.45,-5.06,118.95,225.3,4.3845837445423766e-10,2.4591795784607243e-11,3.5335449788071717e-10
NGC7814,14.4,5.03,228.0,5.37,-3.48,122.96,203.41,3.3492777451784466e-10,1.5776860957551104e-11,2.353890160457073e-10
NGC7814,14.4,6.14,228.0,5.16,1.4,120.03,186.27,2.74378942316736e-10,1.2419257389073313e-11,1.662251618416627e-10
NGC7814,14.4,7.26,227.0,5.94,-1.38,115.88,172.25,2.3001944353413044e-10,1.2038021978790616e-11,1.2268999081532546e-10
NGC7814,14.4,8.37,226.0,3.0,5.96,113.5,160.83,1.9776110273316655e-10,5.250294762827431e-12,9.518307708442477e-11
NGC7814,14.4,9.5,223.0,3.92,11.22,109.97,151.12,1.6964285608924089e-10,5.964125523496181e-12,7.559089354572605e-11
NGC7814,14.4,10.65,219.0,2.9,16.09,105.99,142.79,1.459446154939354e-10,3.865199862396462e-12,6.13104228729742e-11
NGC7814,14.4,11.74,216.0,2.55,18.57,102.02,136.04,1.2879199193212633e-10,3.0409220317307605e-12,5.1078718000529586e-11
NGC7814,14.4,12.82,214.0,2.55,19.07,97.84,130.19,1.157681188294806e-10,2.758959841263323e-12,4.301136733486318e-11
NGC7814,14.4,14.01,214.0,3.07,17.78,93.27,124.54,1.0593485249064536e-10,3.03943922566618e-12,3.590747128680673e-11
NGC7814,14.4,15.09,214.0,3.61,20.16,89.43,120.01,9.835303402213e-11,3.3182659142045727e-12,3.111270129233716e-11
NGC7814,14.4,16.18,214.0,4.46,23.24,85.93,115.89,9.172727338652297e-11,3.823398498167219e-12,2.7307119795190968e-11
NGC7814,14.4,17.36,214.0,5.07,23.44,82.48,111.88,8.549235503421323e-11,4.050899439471598e-12,2.3732553204044712e-11
NGC7814,14.4,18.44,214.0,4.78,23.34,79.67,108.55,8.048521059620073e-11,3.595507538783546e-12,2.1030938428894724e-11
NGC7814,14.4,19.53,214.0,4.87,22.64,77.35,105.49,7.599320447485619e-11,3.4587561289023335e-12,1.8740729556323276e-11
PGC51017,13.6,0.33,20.5,4.17,5.04,10.8,0.0,4.127083322390892e-11,1.6790182882312213e-11,8.221915980580162e-12
PGC51017,13.6,0.99,19.9,1.82,10.8,19.85,0.0,1.2963444509220838e-11,2.371202915254465e-12,1.0267418940488253e-11
PGC51017,13.6,1.65,19.3,1.69,12.3,20.13,0.0,7.316108348637161e-12,1.2812666434400833e-12,6.950950105008862e-12
PGC51017,13.6,2.31,18.8,1.9,12.7,18.24,0.0,4.958532606325612e-12,1.0022565906402832e-12,4.5965586037160366e-12
PGC51017,13.6,2.97,18.2,1.74,13.3,16.21,0.0,3.614396403486705e-12,6.911043672600953e-13,3.36377668402208e-12
PGC51017,13.6,3.63,18.3,2.22,14.2,14.5,0.0,2.9898197692617727e-12,7.253988948372826e-13,2.7387263325796166e-12
UGC00128,64.5,1.25,34.1,18.8,1.71,29.4,0.0,3.014728452447042e-11,3.32415805900319e-11,1.1280610848258642e-11
UGC00128,64.5,3.75,78.4,6.54,4.27,49.15,0.0,5.311905159820575e-11,8.862209118680245e-12,1.0596001408610381e-11
UGC00128,64.5,6.25,96.9,2.44,7.23,50.52,0.0,4.8687445798335526e-11,2.451958054653017e-12,6.888123933456222e-12
UGC00128,64.5,8.76,108.0,1.26,11.57,51.47,0.0,4.315119821013593e-11,1.0068612915698384e-12,5.39554735738178e-12
UGC00128,64.5,11.25,113.0,1.0,13.37,53.63,0.0,3.6783565108368975e-11,6.510365505906014e-13,4.6576345995683786e-12
UGC00128,64.5,13.74,114.0,0.86,16.66,57.25,0.0,3.065296044077072e-11,4.624832627905758e-13,4.519959807189995e-12
UGC00128,64.5,16.22,121.0,0.68,23.15,57.75,0.0,2.925292822241366e-11,3.287932428304345e-13,4.402532230732751e-12
UGC00128,64.5,18.71,126.0,0.55,30.33,55.23,0.0,2.7498990913532194e-11,2.400705555943287e-13,4.235158718975857e-12
UGC00128,64.5,21.3,128.0,0.63,35.52,52.6,0.0,2.4928135154111022e-11,2.4538633042328037e-13,4.0244246741110484e-12
UGC00128,64.5,23.79,129.0,0.61,39.51,50.52,0.0,2.2669108094007432e-11,2.1439001453247338e-13,3.864925999480077e-12
UGC00128,64.5,26.28,129.0,0.65,42.0,47.75,0.0,2.0521235980077504e-11,2.0680315328760275e-13,3.581173641894685e-12
UGC00128,64.5,28.77,131.0,0.73,44.9,45.88,0.0,1.9330904896126085e-11,2.154436728881228e-13,3.4564901548411622e-12
UGC00128,64.5,31.25,131.0,0.83,45.1,43.92,0.0,1.779680428356952e-11,2.2551675657042293e-13,3.1095854918719235e-12
UGC00128,64.5,33.74,131.0,0.75,43.0,42.1,0.0,1.648340645707017e-11,1.8874129530996376e-13,2.6272067920523637e-12
UGC00128,64.5,36.23,127.0,1.24,42.3,40.43,0.0,1.4427416273653925e-11,2.817322232965491e-13,2.331592166764878e-12
UGC00128,64.5,38.82,126.0,1.4,42.4,38.83,0.0,1.3253635239365982e-11,2.9452522754146626e-13,2.1301691106609112e-12
UGC00128,64.5,41.31,130.0,1.62,41.7,37.43,0.0,1.3258090048804106e-11,3.3043239813942544e-13,1.91370915777946e-12
UGC00128,64.5,43.8,132.0,2.01,40.21,36.18,0.0,1.2892086378830737e-11,3.926226306280269e-13,1.68057365377177e-12
UGC00128,64.5,46.28,134.0,2.1,38.81,35.02,0.0,1.2573775479961758e-11,3.9410341056596555e-13,1.4841314716401912e-12
UGC00128,64.5,48.77,129.0,2.66,37.11,33.97,0.0,1.1057988139356915e-11,4.560348597006108e-13,1.2985262039920247e-12
UGC00128,64.5,51.26,132.0,4.67,35.72,33.04,0.0,1.1015867799313037e-11,7.794561003453315e-13,1.151746911847239e-12
UGC00128,64.5,53.75,125.0,5.95,34.72,32.1,0.0,9.42087002745455e-12,8.968668266136731e-13,1.0374614188671098e-12
UGC00191,17.1,0.62,29.9,1.42,1.81,21.8,0.0,4.6730469234776724e-11,4.438613131329963e-12,1.259179180303095e-11
UGC00191,17.1,0.87,34.4,2.31,2.95,28.35,0.0,4.4080558390309014e-11,5.9201215047449896e-12,1.529363790800706e-11
UGC00191,17.1,1.12,46.3,2.05,4.13,31.91,0.0,6.202880495525884e-11,5.4928315403144976e-12,1.522532433268001e-11
UGC00191,17.1,1.37,49.8,1.87,5.34,34.28,0.0,5.866614794885842e-11,4.4058512716612545e-12,1.4573448559040725e-11
UGC00191,17.1,1.62,57.6,2.76,6.6,35.59,0.0,6.63711598478206e-11,6.3605694854161405e-12,1.3540937102439653e-11
UGC00191,17.1,2.3,71.3,7.5,10.14,39.66,0.0,7.16309446345888e-11,1.50696236959163e-11,1.2530225132569274e-11
UGC00191,17.1,4.97,76.65,1.09,23.98,41.54,0.0,3.8310461567158044e-11,1.0895865129341753e-12,9.375608391912459e-12
UGC00191,17.1,7.45,81.0,0.63,33.08,37.03,0.0,2.8540607943683865e-11,4.4396501245730455e-13,7.742621273593642e-12
UGC00191,17.1,9.98,83.85,1.04,33.72,31.94,0.0,2.2831005957674806e-11,5.663505353841813e-13,5.3486503320495595e-12
UGC00634,30.9,4.51,69.75,4.15,19.36,43.61,0.0,3.495918800854197e-11,4.1600180712673596e-12,9.526350842583525e-12
UGC00634,30.9,9.01,97.7,1.63,33.73,40.02,0.0,3.4333161091831745e-11,1.1456100835145496e-12,6.9725783649240774e-12
UGC00634,30.9,13.51,108.0,0.99,39.28,33.41,0.0,2.797960742566919e-11,5.129594694706018e-13,5.039957402228389e-12
UGC00634,30.9,18.01,107.5,2.32,36.27,28.28,0.0,2.0794700535059103e-11,8.975573068155743e-13,3.08673358742725e-12
UGC00731,12.5,0.91,29.6,2.38,0.8,7.82,0.0,3.120265035428104e-11,5.017723502918167e-12,1.1117012577489364e-12
UGC00731,12.5,1.81,44.6,2.4,5.58,11.42,0.0,3.561562724525499e-11,3.833071990520716e-12,1.7250363775127158e-12
UGC00731,12.5,2.73,50.4,2.86,7.79,12.3,0.0,3.015420483470696e-11,3.4222629296532497e-12,1.6183608931450176e-12
UGC00731,12.5,3.64,56.8,3.43,14.0,13.66,0.0,2.872398839224447e-11,3.4691295839929064e-12,2.575687688796203e-12
UGC00731,12.5,4.55,60.7,2.98,16.12,14.46,0.0,2.6243118426735978e-11,2.5767542969249823e-12,2.5954738928118347e-12
UGC00731,12.5,5.45,64.7,2.46,18.25,14.91,0.0,2.4892098671101215e-11,1.8928767459322715e-12,2.6414821931530777e-12
